1着点,2着点,3着点,5着内点,10着内点,穴補正,レース数,3着内,複勝率
35,28,20,14,3,0,129,62,48.06
35,28,24,5,7,1,129,62,48.06
35,28,24,5,10,1,129,62,48.06
35,28,24,10,7,0,129,62,48.06
35,28,24,10,10,1,129,62,48.06
35,32,10,10,7,0,129,62,48.06
35,32,10,10,10,0,129,62,48.06
35,32,10,14,3,0,129,62,48.06
35,32,10,18,0,0,129,62,48.06
35,32,10,18,3,0,129,62,48.06
35,32,15,5,7,0,129,62,48.06
35,32,15,10,10,0,129,62,48.06
35,32,15,18,10,0,129,62,48.06
35,32,20,5,10,0,129,62,48.06
35,32,24,5,7,0,129,62,48.06
35,32,24,14,0,0,129,62,48.06
40,15,10,5,7,0,129,62,48.06
40,15,10,10,7,0,129,62,48.06
40,15,15,5,10,0,129,62,48.06
40,20,10,5,7,0,129,62,48.06
40,20,10,10,0,0,129,62,48.06
40,20,10,10,10,0,129,62,48.06
40,20,15,5,7,0,129,62,48.06
40,20,15,10,10,0,129,62,48.06
40,20,15,14,7,0,129,62,48.06
40,24,10,5,10,0,129,62,48.06
40,24,10,10,10,0,129,62,48.06
40,24,15,14,3,0,129,62,48.06
40,24,20,10,3,0,129,62,48.06
40,24,20,10,7,0,129,62,48.06
40,24,24,5,0,0,129,62,48.06
40,24,24,5,0,1,129,62,48.06
40,24,24,5,7,0,129,62,48.06
40,24,24,10,10,0,129,62,48.06
40,24,24,10,10,1,129,62,48.06
40,28,10,5,10,0,129,62,48.06
40,28,10,10,10,0,129,62,48.06
40,28,10,18,3,0,129,62,48.06
40,28,15,18,10,0,129,62,48.06
40,28,20,18,3,0,129,62,48.06
40,28,24,5,7,1,129,62,48.06
40,28,24,10,10,1,129,62,48.06
40,28,24,18,0,1,129,62,48.06
40,32,10,10,10,0,129,62,48.06
40,32,10,14,7,0,129,62,48.06
40,32,10,14,10,0,129,62,48.06
40,32,10,18,0,1,129,62,48.06
40,32,10,18,3,0,129,62,48.06
40,32,15,18,10,0,129,62,48.06
40,32,20,5,10,1,129,62,48.06
40,32,24,5,10,1,129,62,48.06
40,32,24,10,10,1,129,62,48.06
40,32,24,14,0,0,129,62,48.06
40,32,24,14,7,0,129,62,48.06
20,15,10,14,3,0,129,61,47.29
20,15,15,5,10,0,129,61,47.29
20,20,10,14,3,0,129,61,47.29
20,20,15,10,3,0,129,61,47.29
20,20,15,14,7,0,129,61,47.29
20,20,20,5,7,1,129,61,47.29
20,20,20,10,10,0,129,61,47.29
20,20,24,14,10,0,129,61,47.29
20,24,10,14,10,0,129,61,47.29
20,24,15,10,7,1,129,61,47.29
20,24,15,14,3,0,129,61,47.29
20,24,15,14,7,0,129,61,47.29
20,24,20,5,0,0,129,61,47.29
20,24,20,18,10,0,129,61,47.29
20,24,24,5,10,0,129,61,47.29
20,24,24,10,7,1,129,61,47.29
20,24,24,14,10,1,129,61,47.29
20,28,10,10,3,0,129,61,47.29
20,28,15,5,3,1,129,61,47.29
20,28,15,5,7,0,129,61,47.29
20,28,15,5,7,1,129,61,47.29
20,28,15,10,0,1,129,61,47.29
20,28,15,10,3,0,129,61,47.29
20,28,15,14,10,0,129,61,47.29
20,28,15,18,3,0,129,61,47.29
20,28,15,18,10,0,129,61,47.29
20,28,20,14,0,0,129,61,47.29
20,28,20,18,10,0,129,61,47.29
20,28,24,5,10,0,129,61,47.29
20,28,24,10,0,1,129,61,47.29
20,28,24,10,10,1,129,61,47.29
20,28,24,14,0,1,129,61,47.29
20,28,24,14,3,0,129,61,47.29
20,28,24,14,3,1,129,61,47.29
20,28,24,18,7,0,129,61,47.29
20,32,10,10,0,1,129,61,47.29
20,32,15,10,3,0,129,61,47.29
20,32,20,10,0,1,129,61,47.29
20,32,20,18,3,0,129,61,47.29
20,32,24,5,10,0,129,61,47.29
20,32,24,14,7,1,129,61,47.29
25,15,10,10,10,0,129,61,47.29
25,15,15,5,3,0,129,61,47.29
25,15,15,5,7,0,129,61,47.29
25,15,15,14,10,0,129,61,47.29
25,20,10,18,3,0,129,61,47.29
25,20,20,5,7,0,129,61,47.29
25,20,20,5,7,1,129,61,47.29
25,20,20,10,7,1,129,61,47.29
25,20,20,10,10,0,129,61,47.29
25,20,20,14,10,0,129,61,47.29
25,24,10,18,10,0,129,61,47.29
25,24,15,10,10,0,129,61,47.29
25,24,15,18,10,0,129,61,47.29
25,24,20,10,10,0,129,61,47.29
25,24,20,14,10,0,129,61,47.29
25,24,24,5,0,0,129,61,47.29
25,28,10,18,7,0,129,61,47.29
25,28,15,5,7,1,129,61,47.29
25,28,15,18,10,0,129,61,47.29
25,28,20,5,0,0,129,61,47.29
25,28,20,10,0,0,129,61,47.29
25,28,20,10,10,0,129,61,47.29
25,28,20,14,7,0,129,61,47.29
25,28,20,14,10,0,129,61,47.29
25,28,24,5,7,1,129,61,47.29
25,28,24,14,7,1,129,61,47.29
25,32,10,5,0,0,129,61,47.29
25,32,15,5,0,0,129,61,47.29
25,32,15,14,10,1,129,61,47.29
25,32,15,18,0,0,129,61,47.29
25,32,15,18,10,1,129,61,47.29
25,32,20,5,3,1,129,61,47.29
25,32,20,5,7,1,129,61,47.29
25,32,20,10,3,0,129,61,47.29
25,32,20,10,7,0,129,61,47.29
25,32,20,14,7,0,129,61,47.29
25,32,20,18,7,0,129,61,47.29
25,32,24,5,0,2,129,61,47.29
25,32,24,10,10,1,129,61,47.29
25,32,24,14,7,0,129,61,47.29
25,32,24,14,7,1,129,61,47.29
30,15,10,10,3,0,129,61,47.29
30,15,10,10,10,0,129,61,47.29
30,15,15,5,0,1,129,61,47.29
30,15,15,14,10,0,129,61,47.29
30,20,10,14,0,0,129,61,47.29
30,20,15,5,3,1,129,61,47.29
30,20,15,10,0,0,129,61,47.29
30,20,15,14,3,0,129,61,47.29
30,20,15,14,7,0,129,61,47.29
30,20,15,14,10,0,129,61,47.29
30,20,20,5,7,1,129,61,47.29
30,20,24,5,10,0,129,61,47.29
30,20,24,18,10,0,129,61,47.29
30,24,10,10,10,0,129,61,47.29
30,24,10,14,7,0,129,61,47.29
30,24,10,14,10,0,129,61,47.29
30,24,15,5,7,1,129,61,47.29
30,24,20,5,10,0,129,61,47.29
30,24,20,10,0,0,129,61,47.29
30,24,24,10,10,1,129,61,47.29
30,24,24,14,7,0,129,61,47.29
30,24,24,14,10,0,129,61,47.29
30,28,10,5,7,0,129,61,47.29
30,28,10,18,7,0,129,61,47.29
30,28,15,5,0,1,129,61,47.29
30,28,15,5,10,0,129,61,47.29
30,28,20,5,7,0,129,61,47.29
30,28,20,10,7,0,129,61,47.29
30,28,20,14,0,0,129,61,47.29
30,28,20,14,3,0,129,61,47.29
30,28,24,5,0,0,129,61,47.29
30,28,24,10,0,0,129,61,47.29
30,28,24,10,10,0,129,61,47.29
30,32,10,10,10,0,129,61,47.29
30,32,10,14,3,0,129,61,47.29
30,32,10,14,10,0,129,61,47.29
30,32,10,18,3,1,129,61,47.29
30,32,10,18,7,1,129,61,47.29
30,32,10,18,10,0,129,61,47.29
30,32,15,5,10,0,129,61,47.29
30,32,15,10,10,0,129,61,47.29
30,32,15,18,0,1,129,61,47.29
30,32,15,18,10,1,129,61,47.29
30,32,24,5,10,1,129,61,47.29
35,15,15,5,7,0,129,61,47.29
35,15,15,10,7,0,129,61,47.29
35,20,10,14,0,0,129,61,47.29
35,20,10,14,10,0,129,61,47.29
35,20,20,10,7,0,129,61,47.29
35,20,20,10,7,1,129,61,47.29
35,24,10,10,3,0,129,61,47.29
35,24,10,10,10,0,129,61,47.29
35,24,10,14,3,0,129,61,47.29
35,24,10,18,3,0,129,61,47.29
35,24,15,14,0,1,129,61,47.29
35,24,15,14,7,0,129,61,47.29
35,24,20,5,10,0,129,61,47.29
35,24,20,10,0,0,129,61,47.29
35,24,20,10,3,0,129,61,47.29
35,24,20,18,3,0,129,61,47.29
35,24,24,5,3,1,129,61,47.29
35,24,24,5,7,1,129,61,47.29
35,24,24,5,10,0,129,61,47.29
35,28,10,5,10,0,129,61,47.29
35,28,10,18,10,0,129,61,47.29
35,28,20,5,10,0,129,61,47.29
35,28,24,10,10,0,129,61,47.29
35,28,24,14,7,0,129,61,47.29
35,32,10,10,0,1,129,61,47.29
35,32,10,14,0,1,129,61,47.29
35,32,10,14,10,0,129,61,47.29
35,32,10,18,0,1,129,61,47.29
35,32,15,14,0,1,129,61,47.29
35,32,15,14,3,1,129,61,47.29
35,32,15,18,3,1,129,61,47.29
35,32,20,5,3,1,129,61,47.29
35,32,20,5,10,1,129,61,47.29
35,32,20,14,0,1,129,61,47.29
35,32,20,14,3,0,129,61,47.29
35,32,20,18,0,0,129,61,47.29
35,32,24,5,10,1,129,61,47.29
35,32,24,10,7,0,129,61,47.29
35,32,24,10,10,1,129,61,47.29
35,32,24,18,10,0,129,61,47.29
40,20,15,5,10,0,129,61,47.29
40,20,15,10,3,0,129,61,47.29
40,20,20,5,0,0,129,61,47.29
40,20,20,5,3,0,129,61,47.29
40,20,20,5,3,1,129,61,47.29
40,20,20,5,7,0,129,61,47.29
40,20,20,10,3,1,129,61,47.29
40,24,10,18,10,0,129,61,47.29
40,24,15,10,0,0,129,61,47.29
40,24,15,14,7,0,129,61,47.29
40,24,15,18,7,0,129,61,47.29
40,24,20,10,3,1,129,61,47.29
40,24,20,14,10,0,129,61,47.29
40,24,20,18,3,0,129,61,47.29
40,24,24,5,3,0,129,61,47.29
40,24,24,5,7,1,129,61,47.29
40,24,24,10,3,1,129,61,47.29
40,24,24,14,3,1,129,61,47.29
40,24,24,18,0,1,129,61,47.29
40,28,10,10,7,0,129,61,47.29
40,28,10,14,3,0,129,61,47.29
40,28,10,14,10,0,129,61,47.29
40,28,20,5,7,1,129,61,47.29
40,28,20,5,10,1,129,61,47.29
40,28,20,14,3,0,129,61,47.29
40,28,24,5,10,1,129,61,47.29
40,28,24,10,0,0,129,61,47.29
40,28,24,14,7,0,129,61,47.29
40,28,24,14,10,0,129,61,47.29
40,32,10,18,10,0,129,61,47.29
40,32,15,18,0,1,129,61,47.29
40,32,15,18,3,1,129,61,47.29
40,32,20,18,0,0,129,61,47.29
40,32,24,5,0,1,129,61,47.29
40,32,24,5,3,1,129,61,47.29
40,32,24,5,7,1,129,61,47.29
40,32,24,18,3,0,129,61,47.29
20,15,10,14,0,0,129,60,46.51
20,15,15,5,3,0,129,60,46.51
20,15,20,5,7,0,129,60,46.51
20,15,20,10,10,0,129,60,46.51
20,20,10,10,7,0,129,60,46.51
20,20,10,18,3,0,129,60,46.51
20,20,10,18,10,0,129,60,46.51
20,20,15,18,10,0,129,60,46.51
20,20,20,5,7,0,129,60,46.51
20,20,20,10,7,1,129,60,46.51
20,20,24,10,10,0,129,60,46.51
20,20,24,14,7,1,129,60,46.51
20,24,10,5,3,1,129,60,46.51
20,24,10,5,10,0,129,60,46.51
20,24,10,10,3,1,129,60,46.51
20,24,15,5,3,1,129,60,46.51
20,24,15,5,7,1,129,60,46.51
20,24,15,5,10,0,129,60,46.51
20,24,15,10,0,0,129,60,46.51
20,24,15,10,3,1,129,60,46.51
20,24,20,5,10,1,129,60,46.51
20,24,20,10,3,1,129,60,46.51
20,24,20,14,10,0,129,60,46.51
20,24,20,14,10,1,129,60,46.51
20,24,20,18,3,0,129,60,46.51
20,24,24,10,0,0,129,60,46.51
20,24,24,10,3,1,129,60,46.51
20,24,24,10,7,0,129,60,46.51
20,24,24,14,10,0,129,60,46.51
20,24,24,18,0,1,129,60,46.51
20,24,24,18,3,1,129,60,46.51
20,24,24,18,10,0,129,60,46.51
20,28,10,10,0,1,129,60,46.51
20,28,10,14,3,0,129,60,46.51
20,28,10,18,7,0,129,60,46.51
20,28,15,5,0,1,129,60,46.51
20,28,15,10,7,0,129,60,46.51
20,28,20,5,7,1,129,60,46.51
20,28,20,10,3,1,129,60,46.51
20,28,20,10,10,0,129,60,46.51
20,28,20,14,3,0,129,60,46.51
20,28,20,14,7,1,129,60,46.51
20,28,20,18,0,0,129,60,46.51
20,28,24,10,3,1,129,60,46.51
20,28,24,14,7,1,129,60,46.51
20,28,24,18,3,0,129,60,46.51
20,32,10,5,10,1,129,60,46.51
20,32,10,14,3,0,129,60,46.51
20,32,10,18,0,0,129,60,46.51
20,32,10,18,3,1,129,60,46.51
20,32,10,18,7,1,129,60,46.51
20,32,10,18,10,1,129,60,46.51
20,32,15,5,10,0,129,60,46.51
20,32,15,10,7,0,129,60,46.51
20,32,15,10,10,0,129,60,46.51
20,32,15,14,3,0,129,60,46.51
20,32,15,18,0,0,129,60,46.51
20,32,20,10,7,1,129,60,46.51
20,32,20,10,10,0,129,60,46.51
20,32,20,14,10,0,129,60,46.51
20,32,24,5,3,1,129,60,46.51
20,32,24,5,7,1,129,60,46.51
20,32,24,10,3,1,129,60,46.51
20,32,24,10,10,1,129,60,46.51
20,32,24,14,3,0,129,60,46.51
20,32,24,14,3,1,129,60,46.51
20,32,24,14,7,0,129,60,46.51
20,32,24,18,0,0,129,60,46.51
20,32,24,18,10,0,129,60,46.51
25,15,15,5,0,0,129,60,46.51
25,15,15,5,0,1,129,60,46.51
25,15,15,5,10,0,129,60,46.51
25,15,20,14,10,0,129,60,46.51
25,20,10,5,3,1,129,60,46.51
25,20,10,14,10,0,129,60,46.51
25,20,15,5,3,1,129,60,46.51
25,20,15,10,0,0,129,60,46.51
25,20,15,10,3,0,129,60,46.51
25,20,15,18,0,0,129,60,46.51
25,20,15,18,3,0,129,60,46.51
25,20,15,18,7,0,129,60,46.51
25,20,20,5,0,0,129,60,46.51
25,20,20,5,0,1,129,60,46.51
25,20,20,10,7,0,129,60,46.51
25,24,10,10,10,0,129,60,46.51
25,24,10,14,3,1,129,60,46.51
25,24,20,5,0,0,129,60,46.51
25,24,20,5,7,1,129,60,46.51
25,24,20,10,7,0,129,60,46.51
25,24,20,10,7,1,129,60,46.51
25,24,20,14,7,0,129,60,46.51
25,24,24,10,10,1,129,60,46.51
25,24,24,14,7,0,129,60,46.51
25,28,10,5,10,1,129,60,46.51
25,28,10,10,10,1,129,60,46.51
25,28,10,14,0,1,129,60,46.51
25,28,10,14,3,0,129,60,46.51
25,28,10,14,3,1,129,60,46.51
25,28,10,14,7,1,129,60,46.51
25,28,10,18,10,0,129,60,46.51
25,28,15,5,10,0,129,60,46.51
25,28,15,5,10,1,129,60,46.51
25,28,15,10,3,1,129,60,46.51
25,28,15,14,0,1,129,60,46.51
25,28,15,14,3,1,129,60,46.51
25,28,15,14,7,1,129,60,46.51
25,28,15,14,10,0,129,60,46.51
25,28,20,5,10,1,129,60,46.51
25,28,20,10,3,0,129,60,46.51
25,28,20,10,7,1,129,60,46.51
25,28,20,14,0,0,129,60,46.51
25,28,20,18,7,0,129,60,46.51
25,28,20,18,10,0,129,60,46.51
25,28,24,5,0,0,129,60,46.51
25,28,24,10,0,0,129,60,46.51
25,28,24,10,7,1,129,60,46.51
25,28,24,14,7,0,129,60,46.51
25,28,24,14,10,1,129,60,46.51
25,28,24,18,0,1,129,60,46.51
25,28,24,18,7,0,129,60,46.51
25,32,10,10,0,1,129,60,46.51
25,32,10,10,3,0,129,60,46.51
25,32,10,10,7,1,129,60,46.51
25,32,10,14,10,1,129,60,46.51
25,32,10,18,0,0,129,60,46.51
25,32,10,18,3,1,129,60,46.51
25,32,10,18,10,0,129,60,46.51
25,32,10,18,10,1,129,60,46.51
25,32,15,5,7,1,129,60,46.51
25,32,15,5,10,0,129,60,46.51
25,32,15,14,3,1,129,60,46.51
25,32,20,5,0,2,129,60,46.51
25,32,20,10,7,1,129,60,46.51
25,32,20,14,10,1,129,60,46.51
25,32,20,18,3,0,129,60,46.51
25,32,24,5,3,1,129,60,46.51
25,32,24,14,0,0,129,60,46.51
25,32,24,14,3,1,129,60,46.51
25,32,24,14,10,1,129,60,46.51
25,32,24,18,3,0,129,60,46.51
25,32,24,18,3,2,129,60,46.51
25,32,24,18,10,0,129,60,46.51
30,15,10,10,0,0,129,60,46.51
30,15,15,5,3,1,129,60,46.51
30,15,15,5,10,0,129,60,46.51
30,20,10,5,10,0,129,60,46.51
30,20,10,18,0,0,129,60,46.51
30,20,20,5,0,0,129,60,46.51
30,20,20,5,3,0,129,60,46.51
30,20,20,10,7,1,129,60,46.51
30,20,20,10,10,0,129,60,46.51
30,20,20,14,10,0,129,60,46.51
30,20,20,18,10,0,129,60,46.51
30,24,10,14,0,1,129,60,46.51
30,24,10,18,10,0,129,60,46.51
30,24,15,5,0,1,129,60,46.51
30,24,15,5,3,1,129,60,46.51
30,24,20,5,7,1,129,60,46.51
30,24,20,10,7,1,129,60,46.51
30,24,20,14,7,0,129,60,46.51
30,24,24,5,0,1,129,60,46.51
30,24,24,5,3,0,129,60,46.51
30,24,24,5,3,1,129,60,46.51
30,24,24,5,7,1,129,60,46.51
30,24,24,10,3,0,129,60,46.51
30,24,24,10,7,1,129,60,46.51
30,24,24,14,0,1,129,60,46.51
30,24,24,14,3,1,129,60,46.51
30,28,10,14,3,1,129,60,46.51
30,28,10,18,0,1,129,60,46.51
30,28,10,18,10,0,129,60,46.51
30,28,15,5,7,1,129,60,46.51
30,28,15,10,0,1,129,60,46.51
30,28,15,14,7,1,129,60,46.51
30,28,20,5,7,1,129,60,46.51
30,28,20,14,0,1,129,60,46.51
30,28,20,18,0,0,129,60,46.51
30,28,20,18,3,0,129,60,46.51
30,28,24,5,7,1,129,60,46.51
30,28,24,10,7,0,129,60,46.51
30,28,24,10,10,1,129,60,46.51
30,28,24,14,3,1,129,60,46.51
30,32,10,5,10,1,129,60,46.51
30,32,10,10,7,0,129,60,46.51
30,32,10,10,7,1,129,60,46.51
30,32,10,14,0,1,129,60,46.51
30,32,10,14,7,1,129,60,46.51
30,32,15,5,0,1,129,60,46.51
30,32,15,5,7,1,129,60,46.51
30,32,15,10,7,1,129,60,46.51
30,32,15,10,10,1,129,60,46.51
30,32,15,14,0,1,129,60,46.51
30,32,15,14,3,1,129,60,46.51
30,32,15,14,10,0,129,60,46.51
30,32,15,18,7,1,129,60,46.51
30,32,20,5,10,1,129,60,46.51
30,32,20,14,3,0,129,60,46.51
30,32,24,5,7,1,129,60,46.51
30,32,24,10,10,1,129,60,46.51
30,32,24,14,3,2,129,60,46.51
30,32,24,14,7,0,129,60,46.51
30,32,24,18,10,0,129,60,46.51
30,32,24,18,10,1,129,60,46.51
35,20,15,10,0,0,129,60,46.51
35,20,15,14,3,0,129,60,46.51
35,20,20,5,0,1,129,60,46.51
35,20,20,10,0,1,129,60,46.51
35,24,10,18,7,0,129,60,46.51
35,24,20,10,7,1,129,60,46.51
35,24,20,10,10,1,129,60,46.51
35,24,20,14,7,0,129,60,46.51
35,24,20,18,7,0,129,60,46.51
35,24,24,5,3,0,129,60,46.51
35,24,24,5,10,1,129,60,46.51
35,24,24,10,7,1,129,60,46.51
35,24,24,10,10,0,129,60,46.51
35,24,24,14,0,1,129,60,46.51
35,24,24,14,3,1,129,60,46.51
35,28,10,14,7,0,129,60,46.51
35,28,15,5,7,1,129,60,46.51
35,28,15,14,0,1,129,60,46.51
35,28,20,5,3,1,129,60,46.51
35,28,20,14,0,1,129,60,46.51
35,28,20,18,0,0,129,60,46.51
35,28,24,10,7,1,129,60,46.51
35,28,24,14,3,0,129,60,46.51
35,28,24,14,3,1,129,60,46.51
35,28,24,18,3,0,129,60,46.51
35,28,24,18,7,0,129,60,46.51
35,28,24,18,10,0,129,60,46.51
35,32,10,5,7,0,129,60,46.51
35,32,10,14,7,1,129,60,46.51
35,32,10,18,10,0,129,60,46.51
35,32,15,5,0,1,129,60,46.51
35,32,15,5,3,1,129,60,46.51
35,32,15,18,7,1,129,60,46.51
35,32,20,5,0,1,129,60,46.51
35,32,20,10,0,1,129,60,46.51
35,32,24,5,3,1,129,60,46.51
35,32,24,5,7,1,129,60,46.51
35,32,24,5,10,0,129,60,46.51
35,32,24,10,10,0,129,60,46.51
35,32,24,14,3,0,129,60,46.51
35,32,24,18,7,0,129,60,46.51
40,15,15,10,10,0,129,60,46.51
40,20,10,14,3,0,129,60,46.51
40,20,10,14,10,0,129,60,46.51
40,20,15,10,0,0,129,60,46.51
40,20,20,10,0,1,129,60,46.51
40,20,24,10,10,0,129,60,46.51
40,24,10,14,3,0,129,60,46.51
40,24,10,14,10,0,129,60,46.51
40,24,10,18,0,0,129,60,46.51
40,24,10,18,3,0,129,60,46.51
40,24,15,14,0,0,129,60,46.51
40,24,15,18,10,0,129,60,46.51
40,24,20,5,3,1,129,60,46.51
40,24,20,5,7,1,129,60,46.51
40,24,20,10,0,1,129,60,46.51
40,24,20,10,7,1,129,60,46.51
40,24,20,18,7,0,129,60,46.51
40,24,24,5,3,1,129,60,46.51
40,24,24,5,10,1,129,60,46.51
40,24,24,10,0,1,129,60,46.51
40,24,24,10,7,0,129,60,46.51
40,24,24,14,0,1,129,60,46.51
40,24,24,14,10,0,129,60,46.51
40,28,20,5,3,1,129,60,46.51
40,28,20,18,0,0,129,60,46.51
40,28,24,5,0,1,129,60,46.51
40,28,24,5,3,1,129,60,46.51
40,28,24,14,0,1,129,60,46.51
40,28,24,18,7,0,129,60,46.51
40,32,10,10,0,1,129,60,46.51
40,32,10,14,3,1,129,60,46.51
40,32,10,18,3,1,129,60,46.51
40,32,10,18,7,0,129,60,46.51
40,32,15,5,0,1,129,60,46.51
40,32,15,14,0,1,129,60,46.51
40,32,15,14,3,1,129,60,46.51
40,32,20,5,0,2,129,60,46.51
40,32,20,5,3,1,129,60,46.51
40,32,20,10,10,1,129,60,46.51
40,32,24,5,3,2,129,60,46.51
40,32,24,5,10,2,129,60,46.51
40,32,24,14,3,0,129,60,46.51
40,32,24,18,7,0,129,60,46.51
20,15,15,5,3,1,129,59,45.74
20,15,15,10,7,0,129,59,45.74
20,15,15,14,3,0,129,59,45.74
20,20,10,10,0,1,129,59,45.74
20,20,10,10,3,1,129,59,45.74
20,20,10,18,0,0,129,59,45.74
20,20,15,5,7,1,129,59,45.74
20,20,15,10,0,1,129,59,45.74
20,20,15,10,7,1,129,59,45.74
20,20,15,10,10,0,129,59,45.74
20,20,15,14,0,0,129,59,45.74
20,20,15,18,7,0,129,59,45.74
20,20,20,5,3,0,129,59,45.74
20,20,20,10,0,1,129,59,45.74
20,20,20,10,3,0,129,59,45.74
20,20,20,10,3,1,129,59,45.74
20,20,20,10,7,0,129,59,45.74
20,20,20,18,3,0,129,59,45.74
20,20,20,18,7,0,129,59,45.74
20,20,20,18,10,0,129,59,45.74
20,20,24,5,0,0,129,59,45.74
20,20,24,10,3,0,129,59,45.74
20,20,24,14,0,1,129,59,45.74
20,20,24,18,10,0,129,59,45.74
20,24,10,10,7,1,129,59,45.74
20,24,15,10,3,0,129,59,45.74
20,24,20,10,0,0,129,59,45.74
20,24,20,10,0,1,129,59,45.74
20,24,20,10,3,0,129,59,45.74
20,24,20,10,10,0,129,59,45.74
20,24,20,14,3,0,129,59,45.74
20,24,20,18,0,1,129,59,45.74
20,24,24,5,0,1,129,59,45.74
20,24,24,5,3,1,129,59,45.74
20,24,24,5,7,1,129,59,45.74
20,24,24,10,0,1,129,59,45.74
20,24,24,14,0,1,129,59,45.74
20,24,24,14,3,1,129,59,45.74
20,24,24,18,7,1,129,59,45.74
20,28,10,5,0,1,129,59,45.74
20,28,10,10,3,1,129,59,45.74
20,28,10,10,7,1,129,59,45.74
20,28,10,14,0,1,129,59,45.74
20,28,10,14,3,1,129,59,45.74
20,28,10,14,7,1,129,59,45.74
20,28,15,10,3,1,129,59,45.74
20,28,15,10,7,1,129,59,45.74
20,28,15,14,7,1,129,59,45.74
20,28,20,5,3,1,129,59,45.74
20,28,20,5,10,1,129,59,45.74
20,28,20,10,0,1,129,59,45.74
20,28,20,10,3,2,129,59,45.74
20,28,20,10,7,1,129,59,45.74
20,28,20,14,0,1,129,59,45.74
20,28,20,14,3,1,129,59,45.74
20,28,20,14,10,1,129,59,45.74
20,28,20,18,3,0,129,59,45.74
20,28,24,5,3,2,129,59,45.74
20,28,24,10,0,2,129,59,45.74
20,28,24,10,3,2,129,59,45.74
20,28,24,10,7,1,129,59,45.74
20,28,24,14,0,0,129,59,45.74
20,28,24,18,0,1,129,59,45.74
20,28,24,18,10,0,129,59,45.74
20,32,10,5,7,1,129,59,45.74
20,32,10,10,3,0,129,59,45.74
20,32,10,10,3,1,129,59,45.74
20,32,10,10,7,1,129,59,45.74
20,32,10,14,10,1,129,59,45.74
20,32,15,5,0,1,129,59,45.74
20,32,15,5,7,0,129,59,45.74
20,32,15,10,0,1,129,59,45.74
20,32,20,5,3,1,129,59,45.74
20,32,20,5,7,0,129,59,45.74
20,32,20,5,7,1,129,59,45.74
20,32,20,5,10,0,129,59,45.74
20,32,20,5,10,1,129,59,45.74
20,32,20,10,0,2,129,59,45.74
20,32,20,10,3,2,129,59,45.74
20,32,20,14,3,2,129,59,45.74
20,32,20,14,7,0,129,59,45.74
20,32,20,14,7,1,129,59,45.74
20,32,20,14,10,1,129,59,45.74
20,32,24,5,0,1,129,59,45.74
20,32,24,10,0,1,129,59,45.74
20,32,24,10,7,1,129,59,45.74
20,32,24,14,0,1,129,59,45.74
20,32,24,14,10,1,129,59,45.74
20,32,24,18,7,0,129,59,45.74
25,15,10,10,3,0,129,59,45.74
25,15,10,14,10,0,129,59,45.74
25,15,15,5,3,1,129,59,45.74
25,15,15,10,7,0,129,59,45.74
25,15,15,14,7,0,129,59,45.74
25,15,20,5,10,0,129,59,45.74
25,20,10,5,0,1,129,59,45.74
25,20,10,5,10,0,129,59,45.74
25,20,10,18,0,0,129,59,45.74
25,20,10,18,7,0,129,59,45.74
25,20,15,5,7,1,129,59,45.74
25,20,15,10,3,1,129,59,45.74
25,20,15,18,10,0,129,59,45.74
25,20,20,10,0,1,129,59,45.74
25,20,20,10,3,1,129,59,45.74
25,20,20,14,7,0,129,59,45.74
25,20,20,18,3,0,129,59,45.74
25,24,10,5,10,0,129,59,45.74
25,24,10,10,3,1,129,59,45.74
25,24,10,10,7,0,129,59,45.74
25,24,15,5,7,1,129,59,45.74
25,24,15,14,0,1,129,59,45.74
25,24,15,14,3,1,129,59,45.74
25,24,20,5,10,0,129,59,45.74
25,24,20,10,3,0,129,59,45.74
25,24,20,18,7,0,129,59,45.74
25,24,20,18,10,0,129,59,45.74
25,24,24,5,7,1,129,59,45.74
25,24,24,5,10,1,129,59,45.74
25,24,24,10,3,0,129,59,45.74
25,24,24,18,7,0,129,59,45.74
25,28,10,5,10,0,129,59,45.74
25,28,10,10,7,0,129,59,45.74
25,28,10,14,7,0,129,59,45.74
25,28,10,14,10,0,129,59,45.74
25,28,15,5,3,1,129,59,45.74
25,28,20,5,3,1,129,59,45.74
25,28,20,10,3,1,129,59,45.74
25,28,24,10,3,1,129,59,45.74
25,28,24,14,3,0,129,59,45.74
25,28,24,14,10,0,129,59,45.74
25,32,10,5,7,0,129,59,45.74
25,32,10,5,10,0,129,59,45.74
25,32,10,5,10,1,129,59,45.74
25,32,10,14,3,0,129,59,45.74
25,32,10,14,7,0,129,59,45.74
25,32,10,18,0,1,129,59,45.74
25,32,10,18,3,0,129,59,45.74
25,32,10,18,7,1,129,59,45.74
25,32,15,5,0,1,129,59,45.74
25,32,15,10,0,1,129,59,45.74
25,32,15,14,0,1,129,59,45.74
25,32,15,14,7,1,129,59,45.74
25,32,15,18,7,0,129,59,45.74
25,32,20,5,0,1,129,59,45.74
25,32,20,5,10,1,129,59,45.74
25,32,20,10,0,2,129,59,45.74
25,32,20,10,3,1,129,59,45.74
25,32,20,14,3,1,129,59,45.74
25,32,20,14,7,1,129,59,45.74
25,32,20,18,0,0,129,59,45.74
25,32,20,18,3,2,129,59,45.74
25,32,20,18,7,2,129,59,45.74
25,32,24,5,0,1,129,59,45.74
25,32,24,5,3,2,129,59,45.74
